sample_id,split,scenario_instance_id,scenario_type,timestamp_s,window_duration_s,boundary_case,gps_valid,gps_speed_kmh,imu_valid,pitch_abs_deg,roll_abs_deg,roll_error_deg,outward_rate_deg_s,imu_attention_duration_ms,imu_urgent_consistent_samples,acc_norm_mean_mps2,acc_delta_signed_mps2,acc_change_abs_mps2,jerk_abs_mps3,radar_valid,radar_target_count,radar_path_target_count,radar_min_distance_m,radar_relative_speed_mps,radar_closing_speed_mps,radar_ttc_s,vision_valid,object_count,path_object_count,max_path_bottom_ratio,box_growth_rate_per_s,growth_duration_s,visual_tau_s,vision_confidence,imu_rule_score,motion_rule_score,radar_rule_score,vision_rule_score,rule_score,risk_label,risk_label_name,hard_rule_triggered,trigger_reason
tra-02844,train,tra-2-01027,severe_acc_change,738.551,1.0,1,0,,1,3.8137,1.4541,1.7333,1.8032,51.25,1,9.8649,5.1508,5.1508,17.6997,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.111155,0.930991,0.0,0.0,0.930991,2,高,1,motion
tra-02845,train,tra-0-01421,radar_receding,1302.215,1.0,0,0,,1,1.4858,3.1117,2.2905,0.3274,61.34,1,9.6203,-0.7723,0.7723,0.6457,1,2,0,10.6305,2.2037,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.089335,0.180203,0.0,0.0,0.180203,0,低,0,motion
tra-02846,train,tra-0-00355,sensor_gap,1076.213,1.0,1,1,13.1126,1,3.8549,5.3682,0.8702,2.6726,108.92,0,9.9364,0.4927,0.4927,0.86,0,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.10529,0.114963,0.0,0.0,0.114963,0,低,0,motion
tra-02847,train,tra-0-00628,radar_receding,23.521,1.0,0,0,,1,2.8805,6.6841,2.743,1.7331,110.62,1,9.9633,0.2148,0.2148,0.7616,1,3,1,8.9361,1.4417,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.144532,0.053312,0.0,0.0,0.144532,0,低,0,imu
tra-02848,train,tra-1-00574,vision_looming_attention,455.563,1.0,0,1,6.6586,1,2.0516,6.9171,3.1498,2.9538,85.87,0,9.6208,-0.724,0.724,3.7854,1,0,0,,0.0,0.0,,1,4,3,0.5843,0.2703,0.8692,3.379,0.886,0.192949,0.264978,0.0,0.4949,0.4949,1,中,0,vision
tra-02849,train,tra-1-01293,radar_attention,299.341,1.0,0,0,,1,1.2188,3.9461,2.6679,1.9835,2.43,0,9.7157,-0.8629,0.8629,3.512,1,3,1,8.3073,-2.5122,2.5122,3.3068,1,0,0,0.0,0.0,0.0,,0.0,0.148914,0.24584,0.511856,0.0,0.511856,1,中,0,radar
tra-02850,train,tra-1-00745,road_bump,1004.891,1.0,0,1,19.8688,1,1.0331,3.9415,1.9651,0.1846,29.32,0,9.2591,3.3786,3.3786,8.0906,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.073947,0.566342,0.0,0.0,0.566342,1,中,0,motion
tra-02851,train,tra-2-00048,severe_acc_change,54.226,1.0,0,1,7.9248,1,2.8015,2.9937,2.5094,2.6743,8.43,1,9.6416,-5.4541,5.4541,17.1866,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.162709,0.915598,0.0,0.0,0.915598,2,高,1,motion
tra-02852,train,tra-1-00427,vision_looming_attention,841.206,1.0,0,1,6.9166,1,2.8213,6.4523,0.6803,0.9634,24.38,0,9.8662,-0.2317,0.2317,0.3654,1,0,0,,0.0,0.0,,1,3,3,0.7336,0.3194,0.6156,3.4698,0.6466,0.050786,0.054063,0.0,0.556,0.556,1,中,0,vision
tra-02853,train,tra-0-00950,normal_straight,1274.099,1.0,0,1,15.6789,1,2.0351,5.985,4.376,1.0791,25.61,0,9.7237,0.0118,0.0118,0.6052,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.183375,0.042364,0.0,0.0,0.183375,0,低,0,imu
tra-02854,train,tra-0-00237,distant_obstacle_off_path,1451.816,1.0,0,0,,1,1.6222,0.2426,2.042,2.6566,83.61,1,9.8311,-0.2958,0.2958,1.0105,1,2,0,18.9998,-1.7376,1.7376,10.9345,1,5,0,0.0,0.0,0.0,,0.7937,0.145855,0.070735,0.12805,0.0,0.145855,0,低,0,imu
tra-02855,train,tra-2-00624,multisensor_high,1619.663,1.0,0,0,,1,1.7026,5.6144,0.7044,0.1557,39.21,0,9.7415,0.6268,0.6268,0.5303,1,2,1,5.4397,-2.6664,2.6664,2.0401,1,3,3,0.9113,0.6393,0.7083,1.3402,0.9171,0.029014,0.146253,0.755234,0.839176,0.839176,2,高,1,vision
tra-02856,train,tra-1-01615,sustained_outward_lean,75.602,1.0,0,0,,1,1.9274,13.583200000000001,11.5035,7.0225,280.6669,1,10.0045,-0.4574,0.4574,0.4328,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.516168,0.106727,0.0,0.0,0.516168,1,中,0,imu
tra-02857,train,tra-1-00625,radar_attention,1610.447,1.0,1,0,,1,0.9669,1.866,3.6266,0.6572,61.23,1,9.8892,0.3915,0.3915,1.919,1,2,1,9.997,-2.5184,2.5184,3.9696,1,0,0,0.0,0.0,0.0,,0.0,0.145333,0.13433,0.357203,0.0,0.357203,1,中,0,radar
tra-02858,train,tra-1-01429,moderate_acc_change,1291.162,1.0,0,0,,1,2.9835,2.2183,0.1967,0.2547,44.25,0,9.8365,-2.2556,2.2556,6.7495,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.014016,0.472465,0.0,0.0,0.472465,1,中,0,motion
tra-02859,train,tra-2-00190,severe_acc_change,1137.195,1.0,0,0,,1,2.5639,5.6517,0.391,1.0703,54.69,1,10.0346,8.7344,8.7344,16.7105,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.043653,0.924064,0.0,0.0,0.924064,2,高,1,motion
tra-02860,train,tra-0-01310,normal_straight,990.113,1.0,0,1,16.1074,1,2.3704,1.6477,4.0868,2.2416,35.98,1,10.0048,0.0618,0.0618,3.0721,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.205803,0.215047,0.0,0.0,0.215047,0,低,0,motion
tra-02861,train,tra-2-01224,multisensor_high,330.77,1.0,0,0,,1,1.046,3.5527,1.6319,1.4186,83.72,1,9.5929,2.9846,2.9846,12.4538,1,3,1,1.375,-0.7852,0.7852,1.7511,1,3,3,0.9052,1.1572,0.7071,0.8136,0.9465,0.096837,0.773614,0.789907,0.902368,0.902368,2,高,1,vision
tra-02862,train,tra-1-01657,moderate_acc_change,1336.155,1.0,0,1,15.8667,1,3.6988,4.3762,3.3723,2.3152,93.02,1,9.7348,3.7664,3.7664,6.9173,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.182856,0.57664,0.0,0.0,0.57664,1,中,0,motion
tra-02863,train,tra-1-00661,sustained_outward_lean,97.465,1.0,0,0,,1,2.4732,16.435,15.4389,5.2425,201.5481,1,9.9837,0.8604,0.8604,3.7354,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.574768,0.261478,0.0,0.0,0.574768,1,中,0,imu
tra-02864,train,tra-0-01615,radar_receding,362.235,1.0,0,0,,1,1.3358,5.829,3.9188,2.3523,87.96,0,9.7117,-0.2801,0.2801,0.1838,1,3,1,9.8706,0.8868,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.203022,0.065357,0.0,0.0,0.203022,0,低,0,imu
tra-02865,train,tra-0-00181,normal_turn,616.782,1.0,0,1,22.7698,1,0.1315,26.7985,3.0707,0.7512,53.17,1,10.0174,-0.65,0.65,2.6507,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.128508,0.185549,0.0,0.0,0.185549,0,低,0,motion
tra-02866,train,tra-0-02008,distant_obstacle_off_path,1342.318,1.0,0,0,,1,2.9279,3.7648,1.5724,1.8414,0.84,0,9.9563,0.0483,0.0483,2.8501,1,1,0,4.4111,-0.649,0.649,6.7968,1,1,0,0.0,0.0,0.0,,0.8498,0.106593,0.199507,0.206003,0.0,0.206003,0,低,0,radar
tra-02867,train,tra-0-01457,normal_turn,421.056,1.0,0,0,,1,2.3201,23.0209,1.2139,0.855,47.4,0,9.9673,-0.7408,0.7408,3.6544,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.066426,0.255808,0.0,0.0,0.255808,0,低,0,motion
tra-02868,train,tra-2-01286,radar_urgent,1785.318,1.0,0,1,11.9693,1,0.5749,5.4829,4.3958,1.4343,64.97,1,9.6425,-0.3402,0.3402,3.3348,1,1,1,4.4839,-2.7258,2.7258,1.645,1,0,0,0.0,0.0,0.0,,0.0,0.194013,0.233436,0.802637,0.0,0.802637,2,高,1,radar
tra-02869,train,tra-0-01122,normal_straight,1659.812,1.0,1,1,15.8807,1,2.5564,0.3031,1.1606,0.8108,105.29,0,9.9304,-0.3719,0.3719,2.0123,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.063323,0.140861,0.0,0.0,0.140861,0,低,0,motion
tra-02870,train,tra-1-00916,radar_attention,1428.184,1.0,0,1,13.8533,1,3.296,5.5378,4.0138,2.9374,71.65,0,9.7754,-0.5038,0.5038,3.4375,1,4,1,1.8051,-0.6961,0.6961,2.5932,1,0,0,0.0,0.0,0.0,,0.0,0.22273,0.240625,0.678363,0.0,0.678363,1,中,0,radar
tra-02871,train,tra-0-01897,normal_straight,462.234,1.0,0,0,,1,3.6082,1.7341,2.2085,1.8026,87.51,0,9.6536,-0.608,0.608,2.6097,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.12777,0.182679,0.0,0.0,0.182679,0,低,0,motion
tra-02872,train,tra-1-00655,moderate_acc_change,1551.189,1.0,0,1,10.1683,1,3.6024,3.7355,4.1754,1.9547,38.97,1,9.8971,2.1501,2.1501,5.9648,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.200871,0.417536,0.0,0.0,0.417536,1,中,0,motion
tra-02873,train,tra-2-01234,severe_acc_change,696.207,1.0,1,1,17.602,1,1.1434,6.6084,3.8185,1.177,106.85,0,9.777,5.0923,5.0923,12.6661,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.166603,0.779983,0.0,0.0,0.779983,2,高,1,motion
tra-02874,train,tra-1-00585,vision_path_near,603.385,1.0,0,0,,1,1.0081,6.1539,2.8371,2.3957,12.96,1,9.6258,-0.2513,0.2513,0.2009,1,0,0,,0.0,0.0,,1,1,1,0.6545,0.0,0.0,,0.7779,0.166378,0.058637,0.0,0.424167,0.424167,1,中,0,vision
tra-02875,train,tra-1-00667,road_bump,761.975,1.0,0,1,10.6704,1,0.9452,0.5065,3.4773,0.3333,48.71,0,10.3854,-3.0537,3.0537,5.9368,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.131038,0.50537,0.0,0.0,0.50537,1,中,0,motion
tra-02876,train,tra-0-00707,normal_straight,311.506,1.0,0,1,19.7655,1,1.7859,5.0214,3.7548,1.0749,45.7,0,9.9155,-0.7873,0.7873,2.241,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.161515,0.183703,0.0,0.0,0.183703,0,低,0,motion
tra-02877,train,tra-0-01106,radar_receding,1130.014,1.0,0,1,5.3812,1,1.9861,4.9892,0.7712,0.1824,25.16,1,9.8024,0.4813,0.4813,3.6467,1,3,1,18.2188,0.2832,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.032099,0.255269,0.0,0.0,0.255269,0,低,0,motion
tra-02878,train,tra-1-01768,moderate_acc_change,939.69,1.0,0,1,20.6206,1,0.4562,5.3234,2.7043,0.8376,111.99,1,9.7344,-3.4651,3.4651,8.9636,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.118103,0.627452,0.0,0.0,0.627452,1,中,0,motion
tra-02879,train,tra-0-00348,normal_straight,69.275,1.0,0,1,9.4743,1,1.7169,3.8232,1.1322,2.1979,38.59,1,9.6524,-0.8359,0.8359,1.8492,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.101168,0.195043,0.0,0.0,0.195043,0,低,0,motion
tra-02880,train,tra-2-00596,radar_urgent,1576.084,1.0,0,0,,1,0.0361,2.2523,1.4799,1.9639,17.32,0,9.7773,-0.7099,0.7099,3.4885,1,4,1,1.5508,-1.0716,1.0716,1.4472,1,0,0,0.0,0.0,0.0,,0.0,0.106786,0.244195,0.826369,0.0,0.826369,2,高,1,radar
tra-02881,train,tra-1-01036,road_bump,1608.77,1.0,0,1,16.3009,1,3.996,2.9205,1.0237,1.3767,22.74,0,10.7959,1.9815,1.9815,7.9953,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.074377,0.559671,0.0,0.0,0.559671,1,中,0,motion
tra-02882,train,tra-1-01227,sustained_outward_lean,676.648,1.0,0,0,,1,1.8408,17.921,17.9076,7.5778,357.7561,1,9.8512,0.4768,0.4768,1.7755,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.675963,0.124285,0.0,0.0,0.675963,1,中,0,imu
tra-02883,train,tra-2-00553,multisensor_high,1129.314,1.0,0,0,,1,0.4611,1.6458,3.6179,1.3109,22.13,0,9.7427,-5.1824,5.1824,8.6704,1,4,1,1.7466,-1.3636,1.3636,1.2809,1,4,3,0.9413,0.6381,0.3706,1.7201,0.7718,0.163332,0.710944,0.846321,0.793588,0.846321,2,高,1,radar
tra-02884,train,tra-1-01144,moderate_acc_change,1557.554,1.0,0,1,18.9991,1,2.2096,4.7136,2.0455,2.7989,30.29,1,9.934,-2.3123,2.3123,8.9572,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.149962,0.627004,0.0,0.0,0.627004,1,中,0,motion
tra-02885,train,tra-1-01717,vision_path_near,530.218,1.0,0,1,7.9314,1,2.388,4.7061,1.6764,1.3832,96.64,0,9.811,-0.7182,0.7182,0.7798,1,0,0,,0.0,0.0,,1,2,1,0.6455,0.0,0.0,,0.8255,0.097404,0.16758,0.0,0.409167,0.409167,1,中,0,vision
tra-02886,train,tra-1-00495,vision_looming_attention,1549.95,1.0,0,1,14.6884,1,3.4011,6.0529,1.6483,1.6991,5.08,1,9.9761,-0.8181,0.8181,0.2002,1,0,0,,0.0,0.0,,1,4,1,0.5315,0.3717,0.7812,2.8212,0.9616,0.105265,0.19089,0.0,0.625053,0.625053,1,中,0,vision
tra-02887,train,tra-0-00695,normal_turn,1411.463,1.0,0,1,11.9484,1,1.0188,12.8927,2.0342,0.3922,41.81,0,9.9317,-0.2693,0.2693,1.2734,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.082179,0.089138,0.0,0.0,0.089138,0,低,0,motion
tra-02888,train,tra-2-00590,predicted_lateral_instability,555.011,1.0,0,0,,1,2.2477,18.4316,13.668,18.4378,181.8738,3,9.799,0.5295,0.5295,2.7889,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.7,0.195223,0.0,0.0,0.7,2,高,1,imu
tra-02889,train,tra-1-01488,radar_attention,1603.399,1.0,0,1,16.639,1,3.3815,4.3174,1.8459,2.2764,90.14,1,9.6798,-0.8942,0.8942,0.1594,1,1,1,3.8695,-1.1326,1.1326,3.4165,1,0,0,0.0,0.0,0.0,,0.0,0.128346,0.208647,0.486259,0.0,0.486259,1,中,0,radar
tra-02890,train,tra-0-01383,radar_receding,1564.204,1.0,0,1,14.8,1,3.312,4.8287,2.5143,0.2076,3.25,1,9.7245,0.2752,0.2752,2.6014,1,3,1,10.8843,1.2925,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.093813,0.182098,0.0,0.0,0.182098,0,低,0,motion
tra-02891,train,tra-2-00980,multisensor_high,1625.791,1.0,0,0,,1,3.3719,2.0791,1.5136,1.3549,92.9,1,9.6319,-2.4132,2.4132,10.9575,1,1,1,2.5096,-1.7233,1.7233,1.4563,1,4,3,0.7812,0.9167,0.4478,0.9897,0.7413,0.090913,0.728725,0.825277,0.881236,0.881236,2,高,1,vision
tra-02892,train,tra-0-00248,radar_receding,1177.124,1.0,0,1,23.58,1,3.2644,0.1923,3.0438,2.0224,59.88,0,9.8038,0.6629,0.6629,1.6917,1,1,1,13.0758,1.7498,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.16316,0.154677,0.0,0.0,0.16316,0,低,0,imu
tra-02893,train,tra-0-00274,radar_receding,702.557,1.0,0,1,21.6881,1,2.854,1.877,1.146,1.4569,108.39,1,9.6583,0.7195,0.7195,3.4066,1,1,1,9.6776,2.4313,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.080903,0.238462,0.0,0.0,0.238462,0,低,0,motion
tra-02894,train,tra-1-01517,sustained_outward_lean,669.989,1.0,0,1,8.4721,1,2.4795,15.1391,14.8362,8.7035,362.7703,1,9.955,0.5194,0.5194,1.5288,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.62531,0.121193,0.0,0.0,0.62531,1,中,0,imu
tra-02895,train,tra-0-01188,radar_receding,1518.985,1.0,0,1,12.1301,1,0.1486,0.9958,2.3388,0.8682,65.14,1,9.9019,0.0293,0.0293,1.8201,1,1,0,8.8875,1.5838,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.106168,0.127407,0.0,0.0,0.127407,0,低,0,motion
tra-02896,train,tra-1-01566,moderate_acc_change,1092.772,1.0,0,1,12.4885,1,3.8816,2.3095,3.5932,2.3707,27.87,0,9.6828,3.0376,3.0376,5.8787,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.192142,0.50376,0.0,0.0,0.50376,1,中,0,motion
tra-02897,train,tra-0-01145,normal_straight,1295.018,1.0,0,0,,1,3.8968,1.6927,3.36,0.0692,25.9,0,9.5725,-0.3332,0.3332,1.4547,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.119538,0.101829,0.0,0.0,0.119538,0,低,0,imu
tra-02898,train,tra-0-01314,normal_straight,1538.701,1.0,0,1,6.2089,1,2.2456,2.8989,2.6585,0.3334,77.95,0,10.0444,0.3656,0.3656,1.4604,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.102383,0.102228,0.0,0.0,0.102383,0,低,0,imu
tra-02899,train,tra-0-00737,visual_path_candidate,454.317,1.0,0,1,15.2977,1,2.4683,5.4429,3.6067,2.7627,97.35,0,9.8031,0.2641,0.2641,0.1778,1,0,0,,0.0,0.0,,1,3,3,0.4906,0.0,0.0,,0.7256,0.20359,0.061623,0.0,0.151,0.20359,0,低,0,imu
tra-02900,train,tra-1-00472,road_bump,54.374,1.0,0,0,,1,2.1324,4.0476,2.136,1.4341,35.54,0,10.0858,-2.8393,2.8393,8.711,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.114915,0.60977,0.0,0.0,0.60977,1,中,0,motion
tra-02901,train,tra-1-01310,sustained_outward_lean,583.19,1.0,1,0,,1,1.1624,13.3801,10.2179,7.7262,157.6007,0,9.824,-0.4971,0.4971,3.4158,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.499307,0.239106,0.0,0.0,0.499307,1,中,0,imu
tra-02902,train,tra-1-01420,vision_path_near,850.402,1.0,0,0,,1,1.8333,6.193,4.2549,1.5845,86.48,0,9.5527,-0.865,0.865,2.5234,1,0,0,,0.0,0.0,,1,1,1,0.7672,0.0,0.0,,0.8681,0.193288,0.201833,0.0,0.612,0.612,1,中,0,vision
tra-02903,train,tra-2-01080,radar_urgent,1335.876,1.0,0,0,,1,0.3449,0.5229,2.6254,2.948,13.34,1,9.6032,-0.3694,0.3694,1.8426,1,3,1,2.3933,-2.1488,2.1488,1.1138,1,0,0,0.0,0.0,0.0,,0.0,0.174433,0.128982,0.866369,0.0,0.866369,2,高,1,radar
tra-02904,train,tra-1-00191,moderate_acc_change,1187.15,1.0,0,0,,1,2.4068,0.4297,3.2444,1.3486,47.76,1,9.7428,-2.5735,2.5735,6.7197,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.151315,0.470379,0.0,0.0,0.470379,1,中,0,motion
tra-02905,train,tra-1-01837,road_bump,1744.284,1.0,0,1,11.9234,1,1.2377,4.6353,1.971,2.8126,14.98,0,9.2667,-1.7194,1.7194,7.0477,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.147738,0.493339,0.0,0.0,0.493339,1,中,0,motion
tra-02906,train,tra-1-00159,sustained_outward_lean,602.829,1.0,0,1,9.8686,1,2.3487,14.3229,11.0911,7.5,423.3727,1,9.6171,0.3905,0.3905,3.5216,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.515459,0.246512,0.0,0.0,0.515459,1,中,0,imu
tra-02907,train,tra-2-00549,severe_acc_change,457.103,1.0,0,0,,1,2.2778,0.1829,0.1048,0.4231,49.47,0,9.8982,-5.3758,5.3758,13.078,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.015515,0.79234,0.0,0.0,0.79234,2,高,1,motion
tra-02908,train,tra-2-00990,severe_acc_change,1347.412,1.0,0,1,10.9677,1,0.7744,1.6957,3.886,2.6658,11.56,0,9.7347,6.1233,6.1233,12.5732,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.210652,0.777196,0.0,0.0,0.777196,2,高,1,motion
tra-02909,train,tra-0-01715,visual_path_candidate,290.186,1.0,0,0,,1,3.7897,6.6129,2.4202,2.78,41.23,0,10.0283,0.8765,0.8765,3.4718,1,0,0,,0.0,0.0,,1,1,1,0.4383,0.0,0.0,,0.8974,0.162547,0.243026,0.0,0.063833,0.243026,0,低,0,motion
tra-02910,train,tra-2-00140,severe_acc_change,1550.041,1.0,0,1,5.5753,1,1.7483,5.5552,1.7687,1.4882,117.21,1,9.5711,-5.4163,5.4163,11.0365,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.103574,0.731095,0.0,0.0,0.731095,2,高,1,motion
tra-02911,train,tra-0-01973,normal_straight,1642.737,1.0,0,1,16.4915,1,0.5634,3.4884,1.037,1.2652,84.94,0,9.711,0.3806,0.3806,1.8883,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.071721,0.132181,0.0,0.0,0.132181,0,低,0,motion
tra-02912,train,tra-2-00505,vision_looming_urgent,1122.542,1.0,1,1,11.4505,1,3.1787,1.7644,0.5023,1.9857,33.43,1,9.8594,0.5949,0.5949,1.9747,1,0,0,,0.0,0.0,,1,1,1,0.7758,0.3985,0.4988,2.4243,0.6856,0.07318,0.13881,0.0,0.709084,0.709084,2,高,1,vision
tra-02913,train,tra-0-01890,normal_turn,1541.857,1.0,0,0,,1,3.2484,26.2725,1.894,3.0213,16.06,1,9.6308,0.0081,0.0081,1.4675,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.150886,0.102725,0.0,0.0,0.150886,0,低,0,imu
tra-02914,train,tra-0-00242,distant_obstacle_off_path,30.332,1.0,0,1,9.518,1,3.245,3.7606,4.1607,1.4119,19.51,0,9.5986,0.6996,0.6996,1.7408,1,2,0,22.3792,-2.3617,2.3617,9.4759,1,4,0,0.0,0.0,0.0,,0.7822,0.185158,0.16324,0.147761,0.0,0.185158,0,低,0,imu
tra-02915,train,tra-1-00973,sustained_outward_lean,1516.763,1.0,0,1,14.3016,1,0.467,20.6727,17.0707,8.9909,335.7729,0,9.818,-0.3235,0.3235,1.7673,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.682813,0.123711,0.0,0.0,0.682813,1,中,0,imu
tra-02916,train,tra-1-00782,radar_attention,82.412,1.0,0,0,,1,0.3579,3.6361,1.6837,2.2425,61.66,0,9.8344,-0.2916,0.2916,3.6894,1,1,1,9.9897,-2.8064,2.8064,3.5596,1,0,0,0.0,0.0,0.0,,0.0,0.12172,0.258258,0.452869,0.0,0.452869,1,中,0,radar
tra-02917,train,tra-0-01465,normal_turn,75.207,1.0,0,0,,1,0.8857,21.8655,4.4392,1.5413,61.15,0,9.8402,0.5126,0.5126,0.9048,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.198528,0.119607,0.0,0.0,0.198528,0,低,0,imu
tra-02918,train,tra-0-01555,distant_obstacle_off_path,1667.556,1.0,0,1,22.1744,1,1.1985,3.8499,0.753,2.9519,23.07,1,9.7669,0.6191,0.6191,0.789,1,1,0,15.8628,-1.5726,1.5726,10.087,1,3,0,0.0,0.0,0.0,,0.8215,0.109008,0.144457,0.138809,0.0,0.144457,0,低,0,motion
tra-02919,train,tra-0-01082,normal_turn,1713.615,1.0,0,1,20.9188,1,0.1956,16.2945,2.374,3.144,33.56,1,9.7581,-0.0987,0.0987,0.093,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.171122,0.02303,0.0,0.0,0.171122,0,低,0,imu
tra-02920,train,tra-2-00648,severe_acc_change,506.286,1.0,0,0,,1,0.6426,3.8439,4.3839,1.8654,20.97,0,10.0369,-8.5945,8.5945,13.107,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.205668,0.91567,0.0,0.0,0.91567,2,高,1,motion
tra-02921,train,tra-2-00027,radar_urgent,571.032,1.0,0,1,13.4536,1,3.1091,0.186,4.2887,0.0329,63.83,1,9.5609,0.0086,0.0086,1.6631,1,2,1,6.2147,-2.825,2.825,2.1999,1,0,0,0.0,0.0,0.0,,0.0,0.151026,0.116417,0.736062,0.0,0.736062,2,高,1,radar
tra-02922,train,tra-0-00294,distant_obstacle_off_path,605.733,1.0,0,1,21.3003,1,0.6082,4.1372,4.2347,1.9605,15.4,1,9.8025,-0.163,0.163,2.1081,1,4,0,6.182,-0.81,0.81,7.6321,1,1,0,0.0,0.0,0.0,,0.6601,0.203108,0.147567,0.183457,0.0,0.203108,0,低,0,imu
tra-02923,train,tra-0-01201,normal_turn,912.963,1.0,0,0,,1,0.7879,18.5757,1.2326,3.269,59.58,1,9.674,0.6232,0.6232,3.7003,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.134673,0.259021,0.0,0.0,0.259021,0,低,0,motion
tra-02924,train,tra-1-00601,vision_path_near,1180.57,1.0,0,1,21.0762,1,1.7242,6.4833,3.2059,2.9795,115.3,0,9.9937,-0.1022,0.1022,1.1343,1,0,0,,0.0,0.0,,1,3,2,0.7375,0.0,0.0,,0.9328,0.195632,0.079401,0.0,0.5625,0.5625,1,中,0,vision
tra-02925,train,tra-1-00721,vision_looming_attention,458.494,1.0,0,1,21.5379,1,2.94,4.6873,1.1217,0.3226,71.91,1,9.672,-0.7597,0.7597,3.2363,1,0,0,,0.0,0.0,,1,3,1,0.788,0.2935,0.587,3.5386,0.821,0.048292,0.226541,0.0,0.646667,0.646667,1,中,0,vision
tra-02926,train,tra-0-00488,distant_obstacle_off_path,1027.492,1.0,0,1,7.4559,1,3.4903,1.0573,4.2004,2.454,98.11,0,9.5779,0.2948,0.2948,0.5745,1,1,0,34.1563,-2.9704,2.9704,11.4989,1,3,0,0.0,0.0,0.0,,0.9454,0.215726,0.068787,0.121765,0.0,0.215726,0,低,0,imu
